GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13
1400000US42017104400,42017104400,"Census Tract 1044, Bucks County, Pennsylvania",1164,74,972,87,0,10,972,87,686,106,71,53,874,81,259,68,28,26,8,13,19,31,59,38,133,63
1400000US42017104502,42017104502,"Census Tract 1045.02, Bucks County, Pennsylvania",3000,158,2666,165,0,15,2666,165,1785,261,47,43,2586,168,881,229,33,38,0,15,0,15,106,99,228,97
1400000US42017104503,42017104503,"Census Tract 1045.03, Bucks County, Pennsylvania",1467,80,1367,89,24,23,1343,86,928,92,53,36,1268,92,362,87,61,38,0,10,0,10,7,11,93,52
1400000US42017104505,42017104505,"Census Tract 1045.05, Bucks County, Pennsylvania",1902,68,1845,76,0,15,1845,76,1405,106,49,34,1785,77,419,97,40,31,11,18,0,15,20,19,37,35
1400000US42017104506,42017104506,"Census Tract 1045.06, Bucks County, Pennsylvania",845,50,817,54,6,8,811,54,613,58,22,16,784,55,187,58,38,21,5,8,0,10,22,29,6,10
1400000US42017104601,42017104601,"Census Tract 1046.01, Bucks County, Pennsylvania",1608,76,1525,78,7,11,1518,80,863,108,15,17,1503,83,635,100,56,43,0,10,0,10,29,25,54,32
1400000US42017104603,42017104603,"Census Tract 1046.03, Bucks County, Pennsylvania",1995,108,1592,110,8,12,1584,111,1058,150,60,48,1524,110,526,142,33,38,0,15,0,15,104,82,299,127
1400000US42017104604,42017104604,"Census Tract 1046.04, Bucks County, Pennsylvania",2291,131,2006,126,0,15,2006,126,1383,160,40,38,1939,115,576,146,27,32,27,32,0,15,86,57,199,77
1400000US42017104701,42017104701,"Census Tract 1047.01, Bucks County, Pennsylvania",1717,133,1305,119,17,20,1288,119,754,119,73,55,1190,129,504,124,38,32,0,10,0,10,80,46,332,106
1400000US42017104702,42017104702,"Census Tract 1047.02, Bucks County, Pennsylvania",1136,88,1063,92,0,10,1063,92,755,86,73,52,973,100,257,87,17,21,17,21,0,10,21,31,52,34
1400000US42017104703,42017104703,"Census Tract 1047.03, Bucks County, Pennsylvania",918,60,843,57,0,10,843,57,545,73,38,20,799,62,298,66,28,19,0,10,0,10,6,9,69,30
1400000US42017104800,42017104800,"Census Tract 1048, Bucks County, Pennsylvania",982,92,894,92,11,12,883,90,530,84,25,17,845,86,335,64,13,14,13,14,0,10,13,15,75,38
1400000US42017104901,42017104901,"Census Tract 1049.01, Bucks County, Pennsylvania",2482,106,2323,116,16,26,2307,122,1505,178,16,26,2291,124,802,169,94,61,0,15,0,15,12,18,147,68
1400000US42017104902,42017104902,"Census Tract 1049.02, Bucks County, Pennsylvania",2845,104,2674,111,0,15,2674,111,1917,182,64,53,2524,136,731,167,92,69,0,15,0,15,47,45,124,65
1400000US42017105003,42017105003,"Census Tract 1050.03, Bucks County, Pennsylvania",1654,87,1489,96,12,18,1477,95,979,114,24,21,1443,95,480,105,28,24,0,10,10,14,58,38,107,54
1400000US42017105004,42017105004,"Census Tract 1050.04, Bucks County, Pennsylvania",1830,54,1719,81,0,15,1719,81,1157,109,25,22,1686,80,538,96,14,16,0,15,0,15,0,15,111,68
1400000US42017105006,42017105006,"Census Tract 1050.06, Bucks County, Pennsylvania",1833,90,1765,89,0,15,1765,89,1292,113,45,33,1720,97,473,93,7,13,0,15,0,15,0,15,68,40
1400000US42017105008,42017105008,"Census Tract 1050.08, Bucks County, Pennsylvania",1391,73,1357,75,0,10,1357,75,987,115,62,65,1287,95,359,106,37,31,0,10,0,10,21,24,13,15
1400000US42017105009,42017105009,"Census Tract 1050.09, Bucks County, Pennsylvania",1556,75,1216,91,0,10,1216,91,694,107,55,48,1147,92,467,97,20,26,14,24,0,10,10,15,330,82
1400000US42017105010,42017105010,"Census Tract 1050.10, Bucks County, Pennsylvania",1535,48,1504,56,0,10,1504,56,1086,91,71,40,1416,72,391,86,20,23,9,15,8,13,10,16,21,23
1400000US42017105011,42017105011,"Census Tract 1050.11, Bucks County, Pennsylvania",1347,36,1243,67,0,10,1243,67,885,88,44,32,1199,73,348,77,7,11,0,10,0,10,10,17,94,52
1400000US42017105012,42017105012,"Census Tract 1050.12, Bucks County, Pennsylvania",930,34,866,39,10,11,856,39,634,59,68,40,778,46,218,54,5,9,0,10,0,10,11,12,53,19
1400000US42017105013,42017105013,"Census Tract 1050.13, Bucks County, Pennsylvania",1899,53,1741,74,0,15,1741,74,1250,112,75,41,1655,80,454,113,42,33,0,15,0,15,48,34,110,50
1400000US42017105100,42017105100,"Census Tract 1051, Bucks County, Pennsylvania",1057,73,1018,74,0,10,1018,74,795,82,61,42,952,59,218,59,4,7,0,10,5,7,29,27,10,10
1400000US42017105202,42017105202,"Census Tract 1052.02, Bucks County, Pennsylvania",2202,102,2030,121,0,15,2030,121,1367,190,107,70,1923,149,663,191,42,40,0,15,0,15,31,37,141,84
1400000US42017105203,42017105203,"Census Tract 1052.03, Bucks County, Pennsylvania",737,30,693,39,0,10,693,39,543,46,27,17,666,41,150,37,20,16,0,10,0,10,0,10,44,31
1400000US42017105206,42017105206,"Census Tract 1052.06, Bucks County, Pennsylvania",1895,92,1816,96,0,10,1816,96,1379,126,112,70,1704,102,430,102,17,19,0,10,0,10,8,13,71,49
1400000US42017105207,42017105207,"Census Tract 1052.07, Bucks County, Pennsylvania",1925,87,1784,96,0,15,1784,96,1266,106,26,24,1751,97,481,103,19,23,0,15,7,12,46,43,95,56
1400000US42017105208,42017105208,"Census Tract 1052.08, Bucks County, Pennsylvania",728,28,705,32,0,10,705,32,524,51,10,11,689,38,181,44,26,18,0,10,0,10,5,7,18,13
1400000US42017105300,42017105300,"Census Tract 1053, Bucks County, Pennsylvania",940,55,856,61,0,10,856,61,591,56,58,32,793,65,261,52,33,26,0,10,0,10,21,17,63,30
1400000US42017105400,42017105400,"Census Tract 1054, Bucks County, Pennsylvania",2865,147,2701,188,0,15,2701,188,2019,190,80,52,2605,193,650,144,58,47,0,15,0,15,110,99,54,42
1400000US42017105505,42017105505,"Census Tract 1055.05, Bucks County, Pennsylvania",1478,78,1452,80,0,10,1452,80,987,102,40,34,1386,96,428,89,57,46,0,10,0,10,7,11,19,23
1400000US42017105506,42017105506,"Census Tract 1055.06, Bucks County, Pennsylvania",1269,75,1221,83,0,10,1221,83,966,96,0,10,1213,83,247,76,54,36,0,10,0,10,8,13,40,47
1400000US42017105507,42017105507,"Census Tract 1055.07, Bucks County, Pennsylvania",2462,125,2243,162,0,15,2243,162,1467,180,166,113,2077,191,776,157,17,27,0,15,0,15,16,27,203,100
1400000US42017105508,42017105508,"Census Tract 1055.08, Bucks County, Pennsylvania",1118,68,1108,71,5,10,1103,68,826,88,52,40,1028,73,269,85,31,27,0,10,0,10,0,10,10,17
1400000US42017105509,42017105509,"Census Tract 1055.09, Bucks County, Pennsylvania",1542,63,1410,68,0,10,1410,68,984,107,69,39,1321,84,426,93,20,30,0,10,0,10,38,44,94,45
1400000US42017105510,42017105510,"Census Tract 1055.10, Bucks County, Pennsylvania",2594,112,2430,142,17,26,2413,144,1716,165,58,49,2341,154,686,172,40,36,0,15,0,15,76,71,88,76
1400000US42017105511,42017105511,"Census Tract 1055.11, Bucks County, Pennsylvania",1537,59,1500,59,0,10,1500,59,1041,111,25,21,1475,62,459,95,23,28,0,10,0,10,8,12,29,23
1400000US42017105600,42017105600,"Census Tract 1056, Bucks County, Pennsylvania",1068,61,987,67,0,10,987,67,700,70,40,30,940,72,287,64,0,10,0,10,0,10,11,11,70,35
1400000US42017105702,42017105702,"Census Tract 1057.02, Bucks County, Pennsylvania",1262,117,1113,120,0,10,1113,120,835,123,48,38,1048,127,278,98,8,13,0,10,0,10,26,42,123,57
1400000US42017105704,42017105704,"Census Tract 1057.04, Bucks County, Pennsylvania",2542,230,2042,253,0,15,2042,253,1365,271,81,67,1898,244,570,185,31,49,0,15,40,46,15,22,485,159
1400000US42017105801,42017105801,"Census Tract 1058.01, Bucks County, Pennsylvania",2301,133,2139,133,0,15,2139,133,1289,175,36,41,2103,132,812,187,44,41,0,15,0,15,29,33,133,79
1400000US42017105805,42017105805,"Census Tract 1058.05, Bucks County, Pennsylvania",2233,151,1826,180,18,30,1808,184,1203,201,60,50,1717,183,592,163,13,21,0,15,0,15,35,39,372,150
1400000US42017105807,42017105807,"Census Tract 1058.07, Bucks County, Pennsylvania",1578,58,1180,98,0,10,1180,98,669,114,42,33,1129,96,491,97,18,21,0,10,0,10,28,27,370,92
1400000US42017105808,42017105808,"Census Tract 1058.08, Bucks County, Pennsylvania",1283,83,1083,82,0,10,1083,82,650,117,72,51,1003,81,400,93,33,37,0,10,0,10,17,18,183,51
1400000US42017105809,42017105809,"Census Tract 1058.09, Bucks County, Pennsylvania",1485,71,1243,97,13,19,1230,100,802,133,24,22,1177,100,411,96,37,32,0,10,0,10,21,23,221,71
1400000US42017105810,42017105810,"Census Tract 1058.10, Bucks County, Pennsylvania",807,53,553,60,0,10,553,60,280,56,10,11,543,61,258,49,15,13,0,10,0,10,10,11,244,59
1400000US42017105811,42017105811,"Census Tract 1058.11, Bucks County, Pennsylvania",2097,116,1748,131,0,15,1748,131,846,170,128,105,1620,149,853,178,0,15,0,15,0,15,79,73,270,100
1400000US42017105812,42017105812,"Census Tract 1058.12, Bucks County, Pennsylvania",584,38,526,44,0,10,526,44,327,57,10,12,516,43,195,48,0,10,0,10,0,10,14,14,44,24
1400000US42017105900,42017105900,"Census Tract 1059, Bucks County, Pennsylvania",735,34,570,45,0,10,570,45,353,41,17,12,548,45,213,40,15,10,0,10,0,10,21,13,144,34
1400000US42017106000,42017106000,"Census Tract 1060, Bucks County, Pennsylvania",1636,86,1444,101,0,10,1444,101,868,115,32,23,1412,102,569,114,30,26,0,10,0,10,8,10,184,65
1400000US42017106100,42017106100,"Census Tract 1061, Bucks County, Pennsylvania",859,56,703,49,5,8,698,49,499,51,18,10,678,45,197,34,9,8,2,5,0,10,15,11,141,41
1400000US42017106200,42017106200,"Census Tract 1062, Bucks County, Pennsylvania",3071,176,2026,182,49,42,1977,185,1100,174,106,82,1855,198,812,180,51,43,0,15,0,15,284,117,761,162
1400000US42017106300,42017106300,"Census Tract 1063, Bucks County, Pennsylvania",2478,110,2226,123,0,15,2226,123,1277,169,0,15,2224,124,875,159,48,42,2,3,0,15,117,66,135,74
1400000US42017106401,42017106401,"Census Tract 1064.01, Bucks County, Pennsylvania",2735,195,2363,210,0,15,2363,210,1421,219,54,45,2309,207,919,173,200,119,0,15,0,15,34,34,338,139
1400000US42017106402,42017106402,"Census Tract 1064.02, Bucks County, Pennsylvania",2825,118,2476,162,37,36,2439,162,1150,160,78,53,2361,170,1262,205,73,76,0,15,0,15,26,27,323,111
1400000US42017106500,42017106500,"Census Tract 1065, Bucks County, Pennsylvania",2797,152,2263,172,19,30,2244,170,1212,202,126,72,2118,174,1013,188,13,20,0,15,0,15,81,54,453,160
1400000US42017106600,42017106600,"Census Tract 1066, Bucks County, Pennsylvania",810,47,682,52,5,5,677,51,423,50,44,20,621,58,237,51,46,24,0,10,0,10,38,22,90,27
1400000US42017980000,42017980000,"Census Tract 9800, Bucks County, Pennsylvania",0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
1400000US42019902100,42019902100,"Census Tract 9021, Butler County, Pennsylvania",1021,96,741,112,0,10,741,112,434,124,55,60,665,103,264,78,21,23,21,23,0,10,15,16,265,88
1400000US42019902200,42019902200,"Census Tract 9022, Butler County, Pennsylvania",878,82,583,60,0,10,583,60,393,56,49,31,515,61,190,58,9,9,0,10,0,10,54,37,241,65
1400000US42019902300,42019902300,"Census Tract 9023, Butler County, Pennsylvania",1274,95,768,119,9,13,759,120,520,117,69,51,682,122,239,72,21,24,0,10,0,10,149,78,357,107
1400000US42019902400,42019902400,"Census Tract 9024, Butler County, Pennsylvania",1191,92,755,126,0,10,755,126,502,112,158,79,555,121,231,86,53,33,22,24,0,10,112,58,324,107
1400000US42019902500,42019902500,"Census Tract 9025, Butler County, Pennsylvania",1617,95,1122,128,0,10,1122,128,585,107,48,37,1057,135,529,116,8,15,8,15,0,10,73,54,422,119
1400000US42019902600,42019902600,"Census Tract 9026, Butler County, Pennsylvania",1215,53,935,84,23,21,912,86,643,100,82,58,821,89,263,83,36,29,0,10,0,10,49,34,231,66
1400000US42019902700,42019902700,"Census Tract 9027, Butler County, Pennsylvania",960,60,733,66,7,9,726,65,419,78,41,31,673,70,297,81,35,22,6,9,0,10,45,30,182,52
1400000US42019902800,42019902800,"Census Tract 9028, Butler County, Pennsylvania",1342,92,984,87,0,10,984,87,571,98,23,36,953,90,398,94,37,29,8,12,0,10,16,17,342,80
1400000US42019902900,42019902900,"Census Tract 9029, Butler County, Pennsylvania",802,50,657,62,10,11,647,62,339,60,25,17,593,65,290,58,37,23,18,16,0,10,12,12,133,41
1400000US42019903000,42019903000,"Census Tract 9030, Butler County, Pennsylvania",1937,97,1543,114,26,24,1517,113,787,127,60,36,1418,111,686,103,36,27,0,10,10,15,42,29,352,101
1400000US42019903100,42019903100,"Census Tract 9031, Butler County, Pennsylvania",1218,42,1021,74,0,10,1021,74,660,85,44,32,963,75,341,69,17,20,0,10,0,10,44,31,153,68
1400000US42019910100,42019910100,"Census Tract 9101, Butler County, Pennsylvania",1726,63,1307,67,19,11,1288,66,739,61,56,24,1169,73,501,61,74,22,38,18,0,10,51,24,368,48
1400000US42019910200,42019910200,"Census Tract 9102, Butler County, Pennsylvania",1939,81,1458,78,30,12,1428,79,785,67,173,51,1154,74,584,63,110,28,32,15,3,4,59,27,422,60
1400000US42019910301,42019910301,"Census Tract 9103.01, Butler County, Pennsylvania",2086,149,1756,139,0,10,1756,139,1077,130,157,73,1586,127,650,111,42,20,6,7,0,10,83,47,247,73
1400000US42019910302,42019910302,"Census Tract 9103.02, Butler County, Pennsylvania",1792,95,1440,95,14,9,1426,97,898,89,117,41,1254,100,496,80,69,26,15,8,1,4,131,45,221,50
1400000US42019910400,42019910400,"Census Tract 9104, Butler County, Pennsylvania",1089,185,887,158,0,10,887,158,512,110,42,28,830,151,375,119,8,12,0,10,0,10,104,65,98,46
1400000US42019910500,42019910500,"Census Tract 9105, Butler County, Pennsylvania",4,6,4,6,0,10,4,6,0,10,0,10,4,6,4,6,0,10,0,10,0,10,0,10,0,10
1400000US42019910600,42019910600,"Census Tract 9106, Butler County, Pennsylvania",1710,106,1288,95,14,10,1274,97,762,99,119,45,1069,79,462,59,69,25,17,15,5,8,44,32,378,67
1400000US42019910700,42019910700,"Census Tract 9107, Butler County, Pennsylvania",1158,52,954,57,6,8,948,57,583,66,61,30,877,60,349,57,12,12,0,10,0,10,30,19,174,52
1400000US42019910800,42019910800,"Census Tract 9108, Butler County, Pennsylvania",1201,91,917,103,31,27,886,103,446,102,32,29,803,102,416,103,29,27,5,9,0,10,37,33,247,80
1400000US42019910900,42019910900,"Census Tract 9109, Butler County, Pennsylvania",2178,123,1810,138,23,25,1787,141,1179,165,141,100,1637,142,583,140,20,26,0,15,0,15,66,86,302,108
1400000US42019911000,42019911000,"Census Tract 9110, Butler County, Pennsylvania",2729,112,2239,117,33,19,2206,119,1261,106,141,56,1987,119,888,101,87,34,11,11,14,15,62,28,428,75
1400000US42019911100,42019911100,"Census Tract 9111, Butler County, Pennsylvania",1987,113,1633,112,10,16,1623,112,900,132,185,75,1371,135,669,111,61,37,39,31,4,5,62,49,292,76
1400000US42019911200,42019911200,"Census Tract 9112, Butler County, Pennsylvania",2188,185,1694,189,17,27,1677,191,753,170,125,72,1469,175,908,189,62,44,0,15,0,15,9,11,485,150
1400000US42019911300,42019911300,"Census Tract 9113, Butler County, Pennsylvania",2112,93,1646,100,18,16,1628,102,945,88,117,54,1446,101,622,92,86,30,29,17,0,15,48,34,418,72
1400000US42019911400,42019911400,"Census Tract 9114, Butler County, Pennsylvania",1620,103,1194,101,0,10,1194,101,636,142,107,59,1032,103,529,100,75,45,19,20,0,10,68,48,358,85
1400000US42019911501,42019911501,"Census Tract 9115.01, Butler County, Pennsylvania",2138,169,1648,162,15,23,1633,163,918,159,89,70,1544,158,654,144,29,32,0,15,0,15,75,61,415,100
1400000US42019911502,42019911502,"Census Tract 9115.02, Butler County, Pennsylvania",1788,109,1425,91,36,18,1389,88,789,73,87,37,1284,78,595,91,16,11,0,10,5,7,53,25,310,63
1400000US42019911600,42019911600,"Census Tract 9116, Butler County, Pennsylvania",2075,83,1638,122,0,10,1638,122,857,132,99,62,1529,130,768,136,18,21,0,10,0,10,75,44,362,106
1400000US42019911700,42019911700,"Census Tract 9117, Butler County, Pennsylvania",1848,99,1509,105,5,8,1504,106,981,109,211,61,1255,95,518,88,32,24,0,10,0,10,31,20,308,61
1400000US42019911800,42019911800,"Census Tract 9118, Butler County, Pennsylvania",2455,130,2090,121,27,28,2063,124,1350,145,152,94,1826,160,636,126,80,50,50,42,0,15,149,113,216,83
1400000US42019911900,42019911900,"Census Tract 9119, Butler County, Pennsylvania",2186,126,1723,148,15,21,1708,146,1036,139,108,57,1588,150,644,120,35,28,3,5,2,4,79,44,384,123
1400000US42019912001,42019912001,"Census Tract 9120.01, Butler County, Pennsylvania",1772,69,1671,83,0,10,1671,83,1162,122,87,57,1534,95,489,105,59,36,0,10,0,10,9,14,92,46
1400000US42019912002,42019912002,"Census Tract 9120.02, Butler County, Pennsylvania",2268,124,1965,132,0,15,1965,132,1311,143,117,65,1820,146,639,134,40,29,0,15,0,15,42,28,261,103
1400000US42019912101,42019912101,"Census Tract 9121.01, Butler County, Pennsylvania",1695,88,1646,93,0,10,1646,93,1133,121,58,38,1575,100,487,103,61,36,0,10,0,10,21,23,28,25
1400000US42019912102,42019912102,"Census Tract 9121.02, Butler County, Pennsylvania",1110,51,1037,69,9,14,1028,71,744,89,52,39,922,80,277,73,35,44,0,10,0,10,8,13,65,52
1400000US42019912200,42019912200,"Census Tract 9122, Butler County, Pennsylvania",1376,66,1298,75,6,10,1292,75,877,100,48,38,1244,78,380,81,12,18,0,10,0,10,19,20,59,39
1400000US42019912301,42019912301,"Census Tract 9123.01, Butler County, Pennsylvania",2048,86,1922,96,0,15,1922,96,1409,120,10,15,1905,97,513,102,32,25,0,15,0,15,39,27,87,43
1400000US42019912303,42019912303,"Census Tract 9123.03, Butler County, Pennsylvania",1232,55,1198,55,0,10,1198,55,823,61,21,14,1177,59,371,69,13,12,0,10,0,10,5,8,29,19
1400000US42019912304,42019912304,"Census Tract 9123.04, Butler County, Pennsylvania",1224,38,1159,46,19,21,1140,48,882,80,63,44,1062,64,258,65,29,26,0,10,0,10,35,28,30,27
1400000US42019912401,42019912401,"Census Tract 9124.01, Butler County, Pennsylvania",3282,126,3051,147,0,15,3051,147,1984,218,33,36,2991,150,1054,199,27,31,0,15,13,20,12,21,219,97
1400000US42019912402,42019912402,"Census Tract 9124.02, Butler County, Pennsylvania",2869,109,2354,128,28,25,2326,131,1588,163,98,53,2192,129,718,137,64,41,5,6,0,15,144,71,371,82
1400000US42019912700,42019912700,"Census Tract 9127, Butler County, Pennsylvania",3062,143,2566,159,32,36,2534,157,1711,201,113,79,2401,158,790,162,37,43,0,15,0,15,0,15,496,189
1400000US42019912800,42019912800,"Census Tract 9128, Butler County, Pennsylvania",2194,126,1988,133,19,29,1969,132,1253,183,60,55,1881,136,703,169,69,48,0,15,0,15,31,35,175,68
1400000US42021000100,42021000100,"Census Tract 1, Cambria County, Pennsylvania",894,95,270,71,0,10,270,71,157,56,41,34,229,62,104,40,12,12,0,10,0,10,66,39,558,87
1400000US42021000200,42021000200,"Census Tract 2, Cambria County, Pennsylvania",301,64,169,51,0,10,169,51,143,50,34,24,128,50,22,16,7,8,4,6,0,10,9,8,123,53
1400000US42021000300,42021000300,"Census Tract 3, Cambria County, Pennsylvania",707,77,566,74,6,11,560,73,399,82,137,65,388,69,149,63,57,43,7,10,0,10,17,15,124,36
1400000US42021000500,42021000500,"Census Tract 5, Cambria County, Pennsylvania",831,65,595,68,0,10,595,68,360,78,67,44,522,69,225,55,20,17,0,10,0,10,60,32,176,47
1400000US42021000600,42021000600,"Census Tract 6, Cambria County, Pennsylvania",800,96,527,99,0,10,527,99,329,77,67,34,442,89,183,60,11,12,0,10,5,8,11,11,262,68
1400000US42021000700,42021000700,"Census Tract 7, Cambria County, Pennsylvania",1414,111,1061,138,49,50,1012,142,568,134,116,80,896,156,440,123,22,25,0,10,0,10,47,39,306,100
1400000US42021001200,42021001200,"Census Tract 12, Cambria County, Pennsylvania",1451,133,1076,147,31,28,1045,143,707,146,233,116,777,131,338,89,18,20,0,10,0,10,40,36,335,106
1400000US42021010100,42021010100,"Census Tract 101, Cambria County, Pennsylvania",1723,86,1295,88,22,12,1273,89,728,84,92,38,1163,100,519,72,29,16,1,3,0,10,21,12,407,56
1400000US42021010200,42021010200,"Census Tract 102, Cambria County, Pennsylvania",609,54,419,45,5,5,414,45,312,54,73,32,333,46,96,26,21,19,0,10,3,4,40,20,150,25
1400000US42021010300,42021010300,"Census Tract 103, Cambria County, Pennsylvania",970,55,694,46,15,11,679,47,407,47,45,30,604,44,257,48,37,19,13,10,0,10,29,17,247,59
1400000US42021010500,42021010500,"Census Tract 105, Cambria County, Pennsylvania",1730,118,1235,103,26,18,1209,106,635,103,117,49,1067,107,524,109,46,27,11,14,0,10,21,18,474,101
1400000US42021010600,42021010600,"Census Tract 106, Cambria County, Pennsylvania",1103,54,937,48,15,13,922,50,571,64,72,30,806,52,331,62,42,23,10,9,0,10,14,12,152,36
1400000US42021010700,42021010700,"Census Tract 107, Cambria County, Pennsylvania",1243,82,1034,91,0,10,1034,91,705,93,100,53,902,90,309,83,34,29,11,16,0,10,16,18,193,67
1400000US42021010801,42021010801,"Census Tract 108.01, Cambria County, Pennsylvania",2321,143,1800,141,13,22,1787,142,1225,170,116,63,1658,141,536,123,133,76,13,22,0,15,111,77,410,132
1400000US42021011000,42021011000,"Census Tract 110, Cambria County, Pennsylvania",695,40,543,48,4,6,539,50,331,45,48,26,473,49,191,35,15,11,7,7,0,10,13,10,139,35
1400000US42021011100,42021011100,"Census Tract 111, Cambria County, Pennsylvania",2239,172,1770,179,61,67,1709,180,1169,195,85,59,1596,187,515,150,48,41,13,22,0,15,57,52,412,144
1400000US42021011200,42021011200,"Census Tract 112, Cambria County, Pennsylvania",939,53,796,62,0,10,796,62,550,72,37,20,753,63,243,45,3,5,0,10,0,10,23,18,120,41
1400000US42021011300,42021011300,"Census Tract 113, Cambria County, Pennsylvania",2096,114,1789,139,14,23,1775,140,1388,151,119,76,1632,139,374,104,63,43,13,20,0,10,0,10,307,141
1400000US42021011400,42021011400,"Census Tract 114, Cambria County, Pennsylvania",1779,117,1201,114,16,19,1185,114,621,101,39,31,1115,107,525,97,55,33,14,20,0,10,44,29,534,102
1400000US42021011500,42021011500,"Census Tract 115, Cambria County, Pennsylvania",1738,93,1358,98,11,18,1347,95,869,103,186,86,1053,114,388,81,153,67,53,37,0,10,17,22,363,95
1400000US42021011600,42021011600,"Census Tract 116, Cambria County, Pennsylvania",1157,73,761,57,10,11,751,56,396,53,71,36,653,66,335,58,36,28,13,11,0,10,46,24,350,67
1400000US42021011700,42021011700,"Census Tract 117, Cambria County, Pennsylvania",965,62,726,64,11,10,715,63,424,66,78,36,573,68,257,54,89,39,24,16,0,10,5,6,234,47
1400000US42021011800,42021011800,"Census Tract 118, Cambria County, Pennsylvania",1586,59,1169,65,19,12,1150,66,529,58,68,28,939,60,526,55,154,41,52,18,6,6,35,19,382,57
1400000US42021011900,42021011900,"Census Tract 119, Cambria County, Pennsylvania",1479,114,1093,104,9,14,1084,104,616,125,142,79,916,120,438,97,37,30,19,21,0,10,26,25,360,100
1400000US42021012000,42021012000,"Census Tract 120, Cambria County, Pennsylvania",2459,89,1804,99,32,14,1772,97,875,99,148,57,1486,89,813,69,143,31,40,17,16,13,45,17,610,68
1400000US42021012100,42021012100,"Census Tract 121, Cambria County, Pennsylvania",950,63,677,60,21,10,656,60,270,45,29,12,592,59,342,53,63,24,24,14,2,4,25,13,248,53
1400000US42021012200,42021012200,"Census Tract 122, Cambria County, Pennsylvania",1465,59,1116,62,32,12,1084,63,546,59,93,31,920,63,489,60,82,24,38,18,1,2,31,15,318,45
1400000US42021012300,42021012300,"Census Tract 123, Cambria County, Pennsylvania",832,42,643,42,5,5,638,43,393,46,61,25,475,47,194,32,101,36,31,20,4,5,12,7,177,37
1400000US42021012400,42021012400,"Census Tract 124, Cambria County, Pennsylvania",1448,55,1093,54,17,14,1076,54,620,58,119,31,877,58,410,59,75,20,30,13,4,6,24,16,331,58
1400000US42021012500,42021012500,"Census Tract 125, Cambria County, Pennsylvania",2133,177,1624,155,25,37,1599,163,958,183,134,90,1363,168,629,172,140,92,12,22,0,15,54,51,455,127
1400000US42021012600,42021012600,"Census Tract 126, Cambria County, Pennsylvania",1644,95,1315,105,32,30,1283,106,844,147,251,101,1008,121,394,103,37,29,11,18,0,10,66,44,263,80
1400000US42021012700,42021012700,"Census Tract 127, Cambria County, Pennsylvania",1046,47,731,46,23,15,708,45,400,35,87,28,554,44,268,36,79,19,12,7,6,5,41,21,274,37
1400000US42021012800,42021012800,"Census Tract 128, Cambria County, Pennsylvania",1854,132,1332,112,37,19,1295,105,849,88,124,44,1116,102,405,58,91,33,12,9,4,5,62,28,460,65
1400000US42021012900,42021012900,"Census Tract 129, Cambria County, Pennsylvania",1401,92,1039,80,39,24,1000,78,635,94,68,44,889,86,346,81,42,27,9,14,10,16,40,33,322,99
1400000US42021013000,42021013000,"Census Tract 130, Cambria County, Pennsylvania",1137,64,820,76,17,13,803,75,426,68,87,45,695,69,377,67,14,10,0,10,0,10,16,11,301,50
1400000US42021013100,42021013100,"Census Tract 131, Cambria County, Pennsylvania",956,57,731,78,11,11,720,78,390,80,79,41,574,80,268,59,72,31,48,27,6,8,13,12,212,57
1400000US42021013200,42021013200,"Census Tract 132, Cambria County, Pennsylvania",1593,63,1116,73,16,9,1100,72,692,69,133,46,854,78,367,55,101,36,24,15,1,3,53,24,424,61
1400000US42021013300,42021013300,"Census Tract 133, Cambria County, Pennsylvania",2238,189,1703,173,12,21,1691,172,951,172,31,36,1551,175,702,152,109,78,15,24,13,21,13,21,522,142
1400000US42021013400,42021013400,"Census Tract 134, Cambria County, Pennsylvania",1143,118,673,120,10,16,663,120,458,108,137,64,483,108,188,72,72,48,6,12,0,10,82,74,388,113
1400000US42021013500,42021013500,"Census Tract 135, Cambria County, Pennsylvania",1062,96,654,107,15,16,639,107,358,80,138,63,492,100,259,88,6,9,0,10,0,10,55,37,353,72
1400000US42021013600,42021013600,"Census Tract 136, Cambria County, Pennsylvania",1500,141,763,123,0,10,763,123,421,117,130,72,603,114,285,89,71,54,9,16,10,16,81,72,656,137
1400000US42021013700,42021013700,"Census Tract 137, Cambria County, Pennsylvania",1523,77,1018,84,10,9,1008,83,580,83,79,40,870,87,397,81,76,48,17,17,0,10,43,29,462,75
1400000US42023960100,42023960100,"Census Tract 9601, Cameron County, Pennsylvania",907,86,635,82,6,9,629,81,335,67,67,37,545,74,265,60,42,22,11,9,0,10,41,27,231,59
1400000US42023960200,42023960200,"Census Tract 9602, Cameron County, Pennsylvania",1289,90,958,72,10,11,948,72,351,71,74,41,841,77,533,76,65,25,26,13,0,10,20,15,311,74
